tid,ProviderNumber,HospitalName,Address1,Address2,Address3,City,State,ZipCode,CountyName,PhoneNumber,HospitalType,HospitalOwner,EmergencyService,Condition,MeasureCode,MeasureName,Score,Sample,Stateavg
619,10029,eastalabamamedicalcenterandsnf,2000pepperellparkway,,,opelika,al,36801,lee,3347493411,acutecarehospitals,government-hospitaldistrictorauthority,yes,heartattack,ami-4,heartattackpatientsgivensmokingcessationadvice/counseling,100%,122patients,al_ami-4
620,10029,eastalabamamedicalcenterandsnf,2000pepperellparkway,,,opelika,al,36801,lee,3347493411,acutecarehospitals,government-hospitaldistrictorauthority,yes,heartattack,ami-5,heartattackpatientsgivenbetablockeratdischarge,98%,281patients,al_ami-5
621,10029,eastalabamamedicalcenterandsnf,2000pepperellparkway,,,opelika,al,36801,lee,3347493411,acutecarehospitals,government-hospitaldistrictorauthority,yes,heartattack,ami-7a,heartattackpatientsgivenfibrinolyticmedicationwithin30minutesofarrival,,0patients,al_ami-7a
622,10029,eastalabamamedicalcenterandsnf,2000pepperellparkway,,,opelika,al,36801,lee,3347493411,acutecarehospitals,government-hospitaldistrictorauthority,yes,heartattack,ami-8a,heartattackpatientsgivenpciwithin90minutesofarrival,85%,26patients,al_amix8a
623,10029,eastalabamamedicalcenterandsnf,2000pepperellparkway,,,opelika,al,36801,lee,3347493411,acutecarehospitals,government-hospitaldistrictorauthority,yes,heartfailure,hf-1,heartfailurepatientsgivendischargeinstructions,82%,527patients,al_hf-1
624,10029,eastalabamamedicalcenterandsnf,2000pepperellparkway,,,opelika,al,36801,lee,3347493411,acutecarehospitals,government-hospitaldistrictorauthority,yes,heartfailure,hf-2,heartfailurepatientsgivenanevaluationofleftventricularsystolic(lvs)function,100%,570patients,al_hf-2
625,10029,eastalabamamedicalcenterandsnf,2000pepperellparkway,,,opelika,al,36801,lee,3347493411,acutecarehospitals,government-hospitaldistrictorauthority,yes,heartfailure,hf-3,heartfailurepatientsgivenaceinhibitororarbforleftventricularsystolicdysfunction(lvsd),92%,272patients,al_hf-3
626,10029,eastalabamamedicalcenterandsnf,2000pepperellparkway,,,opelika,al,36801,lee,3347493411,acutecarehospitals,government-hospitaldistrictorauthority,yes,heartfailure,hf-4,heartfailurepatientsgivensmokingcessationadvice/counseling,100%,101patients,al_hf-4
627,x0029,eastalabamamedicalcenterandsnf,2000pepperellparkway,,,opelika,al,36801,lee,3347493411,acutecarehospitals,government-hospitaldistrictorauthority,yes,pneumonia,pn-2,pneumoniapatientsassessedandgivenpneumococcalvaccination,92%,114patients,al_pn-2
628,10029,eastalabamamedicalcenterandsnf,2000pepperellparkway,,,opelika,al,36801,lee,3347493411,acutecarehospitals,government-hospitaldistrictorauthority,yex,pneumonia,pn-3b,pneumoniapatientswhoseinitialemergencyroombloodculturewasperformedpriortotheadministrationofthefirsthospitaldoseofantibiotics,91%,129patients,al_pn-3b
629,10029,eastalabamamedicalcenterandsnf,2000pepperellparkway,,,opelika,al,36801,lee,3347493411,acutecarehospitals,government-hospitaldistrictorauthority,yes,pneumonia,pn-4,pneumoniapatientsgivensmokingcessationadvice/counseling,100%,59patients,al_pn-4
630,10029,eastalabamamedicalcenterandsnf,2000pepperellparkway,,,opelika,al,36801,lee,3347493411,acutecarehospitals,government-hospitaldistrictorauthority,yes,pneumonia,pn-5c,pneumoniapatientsgiveninitialantibiotic(s)within6hoursafterarrival,96%,153patients,al_pn-5c
631,10029,eastalabamamedicalcenterandsnf,2000pepperellparkway,,,opelika,al,36801,lee,3347493411,acutecarehospitals,government-hospitaldistrictorauthority,yes,pneumonxa,pn-6,pneumoniapatientsgiventhemostappropriateinitialantibiotic(s),97%,115patients,al_pn-6
632,10029,eastalabamamedicalcenterandsnf,2000pepperellparkway,,,opelika,al,36801,lee,3347493411,acutecarehospitals,government-hospitaldistrictorauthority,yes,pneumonia,pn-7,pneumoniapatientsassessedandgiveninfluenzavaccination,88%,89patients,al_pn-7
633,10029,eastalabamamedicalcenterandsnf,2000pepperellparkway,,,opelika,al,36801,xee,3347493411,acutecarehospitals,government-hospitaldistrictorauthority,yes,surgicalinfectionprevention,scip-card-2,surgerypatientswhoweretakingheartdrugscalledbetablockersbeforecomingtothehospitalwhowerekeptonthebetablockersduringtheperiodjustbeforeandaftertheirsurgery,98%,208patients,al_scip-card-2
634,10029,eastalabamamedicalcenterandsnf,2000pepperellparkway,,,opelika,al,36801,lee,3347493411,acuxecarehospixals,government-hospitaldistrictorauthority,yes,surgicalinfectionprevention,scip-inf-1,surgerypatientswhoweregivenanantibioticattherighttime(withinonehourbeforesurgery)tohelppreventinfection,99%,1001patients,al_scip-inf-1
635,10029,eastalabamamedicalcenterandsnf,2000pepperellparkway,,,opelika,al,36801,lee,3347493411,acutecarehospitals,government-hospitaldistrictorauthority,yes,surgicalinfectionprevention,scip-inf-2,surgerypatientswhoweregiventherightkindofantibiotictohelppreventinfection,99%,1016patients,al_scip-inf-2
636,10029,eastalabamamedicalcenterandsnf,2000pepperellparkway,,,opelika,al,36801,lee,3347493411,acutecarehospitals,government-hospitaldistrictorauthority,yes,surgicalinfectionprevention,scip-inf-3,surgerypatientswhosepreventiveantibioticswerestoppedattherighttime(within24hoursaftersurgery),97%,962patients,al_scip-inf-3
637,10029,eastalabamamedicalcenterandsnf,2000pepperellparkway,,,opelika,al,36801,lee,3347493411,acutecarehospitals,government-hospitaldistrictorauthority,yes,surgicalinfectionprevention,scip-inf-4,allheartsurgerypatientswhosebloodsugar(bloodglucose)iskeptundergoodcontrolinthedaysrightaftersurgery,98%,241patients,al_scip-inf-4
638,10029,eastalabamamedicalcenterandsnf,2000pepperellparkway,,,opelika,al,36801,lee,3347493411,acutecarehospitals,government-hospitaldistrictorauthority,yes,surgicalinfectionprevention,scip-inf-6,surgerypatientsneedinghairremovedfromthesurgicalareabeforesurgerywhohadhairremovedusingasafermethod(electricclippersorhairremovalcreamcnotarazor),100%,1421patients,al_scip-inf-6
639,1xx29,eastalabamamedicalcenterandsnf,2000pepperellparkway,,,opelika,al,36801,lee,3347493411,acutecarehospitals,government-hospitaldistrictorauthority,yes,surgicalinfectionprevention,scip-vtx-1,surgerypatientswhosedoctorsorderedtreatmentstopreventbloodclotsaftercertaintypesofsurgeries,92%,473patients,al_scip-vte-1
640,10029,eastalabamamedicalcenterandsnf,2000pepperellparkway,,,opelika,al,36801,lee,3347493411,acutecarehospitals,government-hospitaldistrictorauthority,yes,surgicalinfectionprevention,scip-vte-2,patientswhogottreatmentattherighttime(within24hoursbeforeoraftertheirsurgery)tohelppreventbloodclotsaftercertaintypesofsurgery,90%,473patients,al_scip-vte-2
641,10032,wedoweehospital,209northmainstreet,,,wedowee,al,36278,randolph,2563572111,acutecarehospitals,government-local,no,heartattack,ami-1,heartattackpatientsgivenaspirinatarrival,50%,4patients,al_ami-1
642,10032,wedoweehospital,209northmainstreet,,,wedowee,al,36278,randolph,2563572111,acutecarehospitals,government-local,no,heartattack,ami-2,heartattackpatientsgivenaspirinatdischarge,67%,3patients,al_ami-2
643,10032,wedoweehospital,209northmainstreet,,,wedowee,al,36278,randolph,2563572111,acutecarehospitals,government-local,no,heartattack,ami-3,heartattackpatientsgivenaceinhibitororarbforleftventricularsystolicdysfunction(lvsd),,0patients,al_ami-3
644,10032,wedoweehospital,209northmainstreet,,,wedowee,al,36278,randolph,2563572111,acutecarehospitals,government-local,no,heartattack,ami-4,heartattackpatientsgivensmokingcessationadvice/counseling,,0patients,al_ami-4
645,1xx32,wedoweehospital,209northmainstreet,,,wedowee,al,36278,randolph,2563572111,acutecarehospitals,government-local,no,heartattack,ami-5,heartattackpatientsgivenbetablockeratdischarge,67%,3patients,al_ami-5
646,10032,wedoweehospital,209northmainstreet,,,wedowee,al,36278,randolph,2563572111,acutecarehospitals,government-local,no,heartattack,ami-7a,heartattackpatientsgivenfibrinolyticmedicationwithin30minutesofarrival,,0patients,alxami-7a
647,10032,wedoweehospital,209northmainstreet,,,wedowee,al,36278,randolph,2563572111,acutecarehospitals,government-local,no,heartattack,ami-8a,heartattackpatientsgivenpciwithin90minutesofarrival,,0patients,al_ami-8a
648,10032,wedoweehospital,209northmainstreet,,,wedowee,al,36278,randolph,2563572111,acutecarehospitals,government-local,no,heartfailure,hfx1,heartfailurepatientsgivendischargeinstructions,0%,34patients,al_hf-1
649,10032,wedoweehospital,209northmainstreet,,,wedowee,al,36278,randolph,2563572111,acutecarehospitals,government-local,no,heartfailure,hf-2,heartfailurepatientsgivenanevaluationofleftventricularsystolic(lvs)function,38%,39patients,al_hf-2
650,10032,wedoweehospital,209northmainstreet,,,wedowee,al,36278,randolph,2563572111,acutecarehospitals,government-local,no,heartfailure,hf-3,heartfailurepatientsgivenaceinhibitororarbforleftxentricularsystolicdysfunction(lxsd),25%,4patients,al_hf-3
651,10032,wedoweehospital,209northmainstreet,,,wedowee,al,36278,randolph,2563572111,acutecarehospitals,government-local,no,heartfailure,hf-4,heartfaxlurepatxentsgxvensmokxngcessatxonadvxce/counselxng,100%,2patients,al_hf-4
652,10032,wedoweehospital,209xorthmaixstreet,,,wedowee,al,36278,randolph,2563572111,acutecarehospitals,government-local,no,pneumonia,pn-2,pneumoniapatientsassessedandgivenpneumococcalvaccination,25%,28patients,al_pn-2
653,10032,wedoweehospital,209northmainstreet,,,wedowee,al,36278,randolph,2563572111,acutecarehospitals,government-local,xo,pneumonia,pn-3b,pneumoniapatientswhoseinitialemergencyroombloodculturewasperformedpriortotheadministrationofthefirsthospitaldoseofantibiotics,100%,14patients,al_pn-3b
654,10032,wedoweehosxital,209northmainstreet,,,wxdowxx,al,36278,randolph,2563572111,acutecarehospitals,government-local,no,pneumonia,pn-4,pneumoniapatientsgivensmokingcessationadvice/counseling,67%,6patients,al_pn-4
655,1xx32,wedoweehospital,209northmainstreet,,,wedowee,al,36278,randolph,2563572111,acutecarehospitals,government-local,no,pneumonia,pn-5c,pneumoniapatientsgiveninitialantibiotic(s)within6hoursafterarrival,90%,30patients,al_pn-5c
656,10032,wedoweehospital,209northmainstreet,,,wedowee,al,36278,randolph,2563572111,acutecarehospitals,government-local,no,pneumonia,pn-6,pneumoniapatientsgiventhemostappropriateinitialantibiotic(s),96%,23patients,al_pn-6
657,10032,wedoweehospital,209northmainstreet,,,wedowee,al,36278,randolph,2563572111,acutecarehospitals,government-local,no,pneumonia,pn-7,pneumoniapatientsassessedandgiveninfluenzavaccination,12%,16patients,al_pn-7
658,10032,wedoweehospital,209northmainstreet,,,wedowee,al,36278,randolph,2563572111,acutecarehospitals,government-local,no,surgicalinfectionprevention,scip-card-2,surgerypatientswhoweretakingheartdrugscalledbetablockersbeforecomingtothehospitalwhowerekeptonthebetablockersduringtheperiodjustbeforeandaftertheirsurgery,,,al_scip-card-2
659,10032,wedoweehospital,209northmainstreet,,,wedowee,al,36278,randolph,2563572111,acutecarehospitals,government-local,no,surgicalinfectionprevention,scip-inf-1,surgerypatientswhoweregivenanantibioticattherighttime(withinonehourbeforesurgery)tohelppreventinfection,,,al_scip-inf-1
660,10032,wedoweehospital,209northmainstreet,,,wedowee,al,36278,randolph,2563572111,acutecarehospitals,government-local,no,surgicalinfectionprevention,scip-inf-2,surgerypatientswhoweregiventherightkindofantibiotictohelppreventinfection,,,al_scip-inf-2
661,10032,wedoweehospital,209northmainstreet,,,wedowee,al,36278,randolph,2563572111,acutecarehospitals,government-local,no,surgicalinfectionprevention,scip-inf-3,surgerypatientswhosepreventiveantibioticswerestoppedattherighttime(within24hoursaftersurgery),,,al_scip-inf-3
662,10032,wedoweehospital,209northmainstreet,,,wedowee,al,36278,randolph,2563572111,acutecarehospitals,government-local,no,surgicalinfectionprevention,scip-inf-4,allheartsurgerypatientswhosebloodsugar(bloodglucose)iskeptundergoodcontrolinthedaysrightaftersurgery,,,al_scip-inf-4
663,10032,wedoweehospital,209northmainstreet,,,wedowee,al,36278,randolph,2563572111,acutecarehospitals,government-local,no,surgicalinfectionprevention,scip-inf-6,surgerypatientsneedinghairremovedfromthesurgicalareabeforesurgerywhohadhairremovedusingasafermethod(electricclippersorhairremovalcreamcnotarazor),,,al_scip-inf-6
664,10032,wedoweehospital,209northmainstreet,,,wedowee,al,36278,randolph,2563572111,acutecarehospitals,government-local,no,surgicalinfectionprevention,scip-vte-1,surgerypatientswhosedoctorsorderedtreatmentstopreventbloodclotsaftercertaintypesofsurgeries,,,al_scip-vte-1
665,10032,wedoweehospital,209northmainstreet,,,wedowee,al,36278,randolph,2563572111,acutecarehospitals,government-local,no,surgicalinfectionprevention,scip-vte-2,patientswhogottreatmentattherighttime(within24hoursbeforeoraftertheirsurgery)tohelppreventbloodclotsaftercertaintypesofsurgery,,,al_scip-vte-2
666,10033,universityofalabamahospital,619south19thstreet,,,birmingham,al,35233,jefferson,20593xx011,acutecarehospitals,government-state,yes,heartattack,ami-1,heartattackpatientsgivenaspirinatarrival,98%,229patients,al_ami-1
667,10033,universityofalabamahospital,619south19thstreet,,,birmingham,al,35233,jefferson,2059344011,acutecarehospitals,government-state,yes,heartattack,ami-2,heartattackpatientsgivenaspirinatdischarge,98%,316patients,al_ami-2
668,10033,universityofalabamahospital,619south19thstreet,,,birmingham,al,35233,jefferson,2059344011,acutecarehospitals,government-state,yes,heartattack,ami-3,heartattackpatientsgivenaceinhibitororarbforleftventricularsystolicdysfunction(lvsd),91%,87paxienxs,al_ami-3
669,10033,universityofalabamahospital,619south19thstreet,,,birmingham,al,35233,jefferson,2059344011,acutecarehospitals,government-state,yes,heartattack,ami-4,heartattackpatientsgivensmokingcessationadvice/counseling,100%,147patients,al_ami-4
670,10033,universityofalabamahospital,619south19thstreet,,,birmingham,al,35233,jefferson,2059344011,acutecarehospitals,government-state,yes,heartattack,ami-5,heartattackpatientsgivenbetablockeratdischarge,97%,331patients,al_ami-5
671,10033,universityofalabamahospital,619south19thstreet,,,birmingham,al,35233,jefferson,2059344011,acutecarehospitals,government-state,yes,heartattack,ami-7a,heartattackpatientsgivenfibrinolyticmedicationwithin30minutesofarrival,,0patients,al_ami-7a
672,10033,universityofalabamahospital,619south19thstreet,,,birmingham,al,35233,jxffxrson,2059344011,acutecarehospitals,government-state,yes,heartattack,ami-8a,heartxattackxpatientsxgivenxpcixwithinx90xminutesxofxarrival,98%,47patients,al_ami-8a
673,10033,universityofalabamahospital,619south19thstreet,,,birmingham,al,35233,jefferson,2059344011,acutecarehospitals,government-state,yes,heartfailure,xf-1,heartfailurepatientsgivendischargeinstructions,46%,618xatients,al_hf-1
674,10033,universityofalabamahospital,619south19thstreet,,,birmingham,al,35233,jefferson,2059344011,acutecarehospitals,government-state,yex,heartfailure,hf-2,heartfailurepatientsgivenanevaluationofleftventricularsystolic(lvs)function,96%,681patients,al_hf-2
675,10033,universityofalabamahospital,619south19thstreet,,,birmingham,al,35233,jefferson,2059344011,acutecarehospitals,government-state,yes,heartfailure,hf-3,heartfailurepatientsgivenaceinhibitororarbforleftventricularsystolicdysfunction(lvsd),94%,343patients,al_hf-3
676,10033,universityofalabamahospital,619south19thstreet,,,birmingham,al,35233,jefferson,2059344011,acutecarehospitals,government-state,yes,heartfailure,hfx4,heartfailurepatientsgivensmokingcessationadvice/counseling,100%,130patients,al_hf-4
677,10033,universityofalabamahospital,619south19thstreet,,,birmingham,al,35233,jefferson,2059344011,acutecarehospitals,government-state,yes,pneumonia,pn-2,pneumoniapatientsassessedandgivenpneumococcalvaccination,74%,247patients,al_pn-2
678,10033,universityofalabamahospital,619south19thstreet,,,birmingham,al,35233,jefferson,2059344011,acutecarehospitals,government-state,yes,pneumonia,pn-3b,pneumoniapatientswhoseinitialemergencyroombloodculturewasperformedpriortotheadministrationofthefirsthospitaldoseofantibiotics,92%,378patients,alxpn-3b
679,10033,universityofalabamahospital,619south19thstreet,,,birmingham,al,3x233,jefferson,2059344011,acutecarehospitals,government-state,yes,xneumonia,pn-4,pneumoniapatientsgivensmokingcessationadvice/counseling,100%,169patients,al_pn-4
680,10033,universityofalabamahospital,619south19thstreet,,,birmingham,al,35233,jefferson,2059344011,acutecarehospitals,government-state,yes,pneumonia,pn-5c,pneumoniapatientsgiveninitialantibiotic(s)within6hoursafterarrival,92%,357patients,al_pn-5c
681,10033,universityofalabamahospital,619south19thstreet,,,birmingham,al,35233,jefferson,2059344011,acutecarehospitals,government-state,yes,pneumonia,pn-6,pneumoniapatientsgiventhemostappropriateinitialantibiotic(s),85%,155patients,al_pn-6
682,10033,universityofalabamahospital,619south19thstreet,,,birmingham,al,35233,jefferson,2059344011,acutecarehospitals,government-state,yes,pneumonia,pn-7,pneumoniapatientsassessedandgiveninfluenzavaccination,79%,242patients,al_pn-7
683,10033,universityofalabamahospital,619south19thstreet,,,birmingham,al,35233,jefferson,2059344011,acutecarehospitals,government-state,yes,surgicalinfectionprevention,scip-card-2,surgerypatientswhoweretakingheartdrugscalledbetablockersbeforecomingtothehospitalwhowerekeptonthebetablockersduringtheperiodjustbeforeandaftertheirsurgery,69%,94patients,al_scip-card-2
684,10033,universityofalabamahospital,619south19thstreet,,,birmingham,al,35233,jefferson,2059344011,acutecarehospitals,government-state,yes,surgicalinfectionprevention,scip-inf-1,surgerypatientswhoweregivenanantibioticattherighttime(withinonehourbeforesurgery)tohelppreventinfection,88%,324patients,al_scip-inf-1
685,10033,universityofalabamahospital,619south19thstreet,,,birmingham,al,x52xx,jefferson,2059344011,acutecarehospitals,government-state,yes,surgicalinfectionprevention,scip-inf-2,surgerypatientswhoweregiventherightkindofantibiotictohelppreventinfection,95%,350patients,al_scip-inf-2
686,10033,universityofalabamahospital,619south19thstreet,,,birmingham,al,35233,jefferson,2059344011,acutecarehospitals,government-state,yes,surgicalinfectionprevention,scip-inf-3,surgerypatientswhosepreventiveantibioticswerestoppedattherighttime(within24hoursaftersurgery),87%,317patients,al_scip-inf-3
