index,attribute,correct_val
1566,abv,0.07
1566,ibu,""
1566,brewery_id,166
1566,brewery-name,Oskar Blues Brewery
1566,city,Longmont
1566,state,CO
1567,id,892
1567,beer-name,Dale's Pale Ale (10 Year Anniversary)
1567,style,American Pale Ale (APA)
1567,ounces,12
1567,abv,0.065
1567,ibu,65
1567,brewery_id,166
1567,brewery-name,Oskar Blues Brewery
1567,city,Longmont
1567,state,CO
1568,id,828
1568,beer-name,Dale's Pale Ale (2012)
1568,style,American Pale Ale (APA)
1568,ounces,12
1568,abv,0.065
1568,ibu,65
1568,brewery_id,166
1568,brewery-name,Oskar Blues Brewery
1568,city,Longmont
1568,state,CO
1569,id,806
1569,beer-name,Gordon Imperial Red (2010)
1569,style,American Double / Imperial IPA
1569,ounces,12
1569,abv,0.087
1569,ibu,85
1569,brewery_id,166
1569,brewery-name,Oskar Blues Brewery
1569,city,Longmont
1569,state,CO
1570,id,755
1570,beer-name,Dale's Pale Ale (2011)
1570,style,American Pale Ale (APA)
1570,ounces,12
1570,abv,0.065
1570,ibu,65
1570,brewery_id,166
1570,brewery-name,Oskar Blues Brewery
1570,city,Longmont
1570,state,CO
1571,id,754
1571,beer-name,Dale's Pale Ale (2010)
1571,style,American Pale Ale (APA)
1571,ounces,12
1571,abv,0.065
1571,ibu,65
1571,brewery_id,166
1571,brewery-name,Oskar Blues Brewery
1571,city,Longmont
1571,state,CO
1572,id,726
1572,beer-name,G'KNIGHT (16 oz.)
1572,style,American Double / Imperial IPA
1572,ounces,16
1572,abv,0.087
1572,ibu,85
1572,brewery_id,166
1572,brewery-name,Oskar Blues Brewery
1572,city,Longmont
1572,state,CO
1573,id,720
1573,beer-name,15th Anniversary Abbey Ale (2012)
1573,style,Belgian Dark Ale
1573,ounces,16
1573,abv,0.09
1573,ibu,""
1573,brewery_id,166
1573,brewery-name,Oskar Blues Brewery
1573,city,Longmont
1573,state,CO
1574,id,661
1574,beer-name,Chaka
1574,style,Belgian Strong Pale Ale
1574,ounces,16
1574,abv,0.08
1574,ibu,""
1574,brewery_id,166
1574,brewery-name,Oskar Blues Brewery
1574,city,Longmont
1574,state,CO
1575,id,585
1575,beer-name,HGH (Home Grown Hops): Part Duh
1575,style,American Strong Ale
1575,ounces,12
1575,abv,0.08
1575,ibu,70
1575,brewery_id,166
1575,brewery-name,Oskar Blues Brewery
1575,city,Longmont
1575,state,CO
1576,id,565
1576,beer-name,Deviant Dale's IPA
1576,style,American Double / Imperial IPA
1576,ounces,16
1576,abv,0.08
1576,ibu,""
1576,brewery_id,166
1576,brewery-name,Oskar Blues Brewery
1576,city,Longmont
1576,state,CO
1577,id,391
1577,beer-name,One Hit Wonder
1577,style,American Double / Imperial IPA
1577,ounces,12
1577,abv,0.09
1577,ibu,60
1577,brewery_id,166
1577,brewery-name,Oskar Blues Brewery
1577,city,Longmont
1577,state,CO
1578,id,388
1578,beer-name,G'KNIGHT (12 oz.)
1578,style,American Double / Imperial IPA
1578,ounces,12
1578,abv,0.087
1578,ibu,85
1578,brewery_id,166
1578,brewery-name,Oskar Blues Brewery
1578,city,Longmont
1578,state,CO
1579,id,8
1579,beer-name,Ten Fidy Imperial Stout
1579,style,Russian Imperial Stout
1579,ounces,12
1579,abv,0.099
1579,ibu,98
1579,brewery_id,166
1579,brewery-name,Oskar Blues Brewery
1579,city,Longmont
1579,state,CO
1580,id,7
1580,beer-name,Mama's Little Yella Pils
1580,style,Czech Pilsener
1580,ounces,12
1580,abv,0.053
1580,ibu,35
1580,brewery_id,166
1580,brewery-name,Oskar Blues Brewery
1580,city,Longmont
1580,state,CO
1581,id,6
1581,beer-name,GUBNA Imperial IPA
1581,style,American Double / Imperial IPA
1581,ounces,12
1581,abv,0.099
1581,ibu,100
1581,brewery_id,166
1581,brewery-name,Oskar Blues Brewery
1581,city,Longmont
1581,state,CO
1582,id,5
1582,beer-name,Old Chub
1582,style,Scottish Ale
1582,ounces,12
1582,abv,0.08
1582,ibu,35
1582,brewery_id,166
1582,brewery-name,Oskar Blues Brewery
1582,city,Longmont
1582,state,CO
1583,id,4
1583,beer-name,Gordon Ale (2009)
1583,style,American Double / Imperial IPA
1583,ounces,12
1583,abv,0.087
1583,ibu,85
1583,brewery_id,166
1583,brewery-name,Oskar Blues Brewery
1583,city,Longmont
1583,state,CO
1584,id,1
1584,beer-name,Dale's Pale Ale
1584,style,American Pale Ale (APA)
1584,ounces,12
1584,abv,0.065
1584,ibu,65
1584,brewery_id,166
1584,brewery-name,Oskar Blues Brewery
1584,city,Longmont
1584,state,CO
1585,id,805
1585,beer-name,Gordon (2005)
1585,style,American Double / Imperial IPA
1585,ounces,12
1585,abv,0.092
1585,ibu,85
1585,brewery_id,503
1585,brewery-name,Oskar Blues Brewery
1585,city,Lyons
1585,state,CO
1586,id,804
1586,beer-name,Ten Fidy Imperial Stout (2008)
1586,style,Russian Imperial Stout
1586,ounces,12
1586,abv,0.095
1586,ibu,98
1586,brewery_id,503
1586,brewery-name,Oskar Blues Brewery
1586,city,Lyons
1586,state,CO
1587,id,803
1587,beer-name,Ten Fidy Imperial Stout (2007)
1587,style,Russian Imperial Stout
1587,ounces,12
1587,abv,0.099
1587,ibu,98
1587,brewery_id,503
1587,brewery-name,Oskar Blues Brewery
1587,city,Lyons
1587,state,CO
1588,id,787
1588,beer-name,Old Chub (2008)
1588,style,Scottish Ale
1588,ounces,12
1588,abv,0.08
1588,ibu,35
1588,brewery_id,503
1588,brewery-name,Oskar Blues Brewery
1588,city,Lyons
1588,state,CO
1589,id,786
1589,beer-name,Old Chub (2004)
1589,style,Scottish Ale
1589,ounces,12
1589,abv,0.08
1589,ibu,35
1589,brewery_id,503
1589,brewery-name,Oskar Blues Brewery
1589,city,Lyons
1589,state,CO
1590,id,785
1590,beer-name,Old Chub (2003)
1590,style,Scottish Ale
1590,ounces,12
1590,abv,0.08
1590,ibu,35
1590,brewery_id,503
1590,brewery-name,Oskar Blues Brewery
1590,city,Lyons
1590,state,CO
1591,id,745
1591,beer-name,Dale's Pale Ale (2008)
1591,style,American Pale Ale (APA)
1591,ounces,12
1591,abv,0.065
1591,ibu,65
1591,brewery_id,503
1591,brewery-name,Oskar Blues Brewery
1591,city,Lyons
1591,state,CO
1592,id,744
1592,beer-name,Dale's Pale Ale (2006)
1592,style,American Pale Ale (APA)
1592,ounces,12
1592,abv,0.065
1592,ibu,65
1592,brewery_id,503
1592,brewery-name,Oskar Blues Brewery
1592,city,Lyons
1592,state,CO
1593,id,743
1593,beer-name,Dale's Pale Ale (2004)
1593,style,American Pale Ale (APA)
1593,ounces,12
1593,abv,0.065
1593,ibu,65
1593,brewery_id,503
1593,brewery-name,Oskar Blues Brewery
1593,city,Lyons
1593,state,CO
1594,id,742
1594,beer-name,Dale's Pale Ale (2003)
1594,style,American Pale Ale (APA)
1594,ounces,12
1594,abv,0.065
1594,ibu,65
1594,brewery_id,503
1594,brewery-name,Oskar Blues Brewery
1594,city,Lyons
1594,state,CO
1595,id,741
1595,beer-name,Dale's Pale Ale (2002)
1595,style,American Pale Ale (APA)
1595,ounces,12
1595,abv,0.065
1595,ibu,65
1595,brewery_id,503
1595,brewery-name,Oskar Blues Brewery
1595,city,Lyons
1595,state,CO
1596,id,734
1596,beer-name,Leroy (2005)
1596,style,American Brown Ale
1596,ounces,12
1596,abv,0.052
1596,ibu,""
1596,brewery_id,503
1596,brewery-name,Oskar Blues Brewery
1596,city,Lyons
1596,state,CO
1597,id,733
1597,beer-name,Gordon Beer (2006)
1597,style,American Double / Imperial IPA
1597,ounces,12
1597,abv,0.087
1597,ibu,60
1597,brewery_id,503
1597,brewery-name,Oskar Blues Brewery
1597,city,Lyons
1597,state,CO
1598,id,1533
1598,beer-name,G'KNIGHT
1598,style,American Double / Imperial IPA
1598,ounces,12
1598,abv,0.087
1598,ibu,85
1598,brewery_id,389
1598,brewery-name,Oskar Blues Brewery (North Carol...
1598,city,Brevard
1598,state,NC
1599,id,1532
1599,beer-name,Ten Fidy
1599,style,Russian Imperial Stout
1599,ounces,12
1599,abv,0.099
1599,ibu,98
1599,brewery_id,389
1599,brewery-name,Oskar Blues Brewery (North Carol...
1599,city,Brevard
1599,state,NC
1600,id,1328
1600,beer-name,Deviant Dale's IPA
1600,style,American Double / Imperial IPA
1600,ounces,16
1600,abv,0.08
1600,ibu,85
1600,brewery_id,389
1600,brewery-name,Oskar Blues Brewery (North Carol...
1600,city,Brevard
1600,state,NC
1601,id,1175
1601,beer-name,Old Chub
1601,style,Scottish Ale
1601,ounces,12
1601,abv,0.08
1601,ibu,35
1601,brewery_id,389
1601,brewery-name,Oskar Blues Brewery (North Carol...
1601,city,Brevard
1601,state,NC
1602,id,1166
1602,beer-name,Dale's Pale Ale
1602,style,American Pale Ale (APA)
1602,ounces,19.2
1602,abv,0.065
1602,ibu,65
1602,brewery_id,389
1602,brewery-name,Oskar Blues Brewery (North Carol...
1602,city,Brevard
1602,state,NC
1603,id,1065
1603,beer-name,Dale's Pale Ale
1603,style,American Pale Ale (APA)
1603,ounces,12
1603,abv,0.065
1603,ibu,65
1603,brewery_id,389
1603,brewery-name,Oskar Blues Brewery (North Carol...
1603,city,Brevard
1603,state,NC
1604,id,1908
1604,beer-name,Fresh Slice White IPA
1604,style,American White IPA
1604,ounces,12
1604,abv,0.055
1604,ibu,45
1604,brewery_id,275
1604,brewery-name,Otter Creek Brewing
1604,city,Middlebury
1604,state,VT
1605,id,1946
1605,beer-name,Overgrown American Pale Ale
1605,style,American Pale Ale (APA)
1605,ounces,12
1605,abv,0.055
1605,ibu,55
1605,brewery_id,261
1605,brewery-name,Otter Creek Brewing
1605,city,Waterbury
1605,state,VT
1606,id,1961
1606,beer-name,Ozark American Pale Ale
1606,style,American Pale Ale (APA)
1606,ounces,12
1606,abv,0.04
1606,ibu,39
1606,brewery_id,259
1606,brewery-name,Ozark Beer Company
1606,city,Rogers
1606,state,AR
1607,id,1684
1607,beer-name,Hula Hoppie Session IPA
1607,style,American IPA
1607,ounces,12
1607,abv,0.048
1607,ibu,""
1607,brewery_id,341
1607,brewery-name,Palisade Brewing Company
1607,city,Palisade
1607,state,CO
1608,id,927
1608,beer-name,Dirty Hippie Dark Wheat
1608,style,American Dark Wheat Ale
1608,ounces,12
1608,abv,0.053
1608,ibu,""
1608,brewery_id,341
1608,brewery-name,Palisade Brewing Company
1608,city,Palisade
1608,state,CO
1609,id,1268
1609,beer-name,Rustic Red
1609,style,Irish Red Ale
1609,ounces,16
1609,abv,0.052
1609,ibu,23
1609,brewery_id,441
1609,brewery-name,Pateros Creek Brewing Company
1609,city,Fort Collins
1609,state,CO
1610,id,697
1610,beer-name,Stimulator Pale Ale
1610,style,American Pale Ale (APA)
1610,ounces,16
1610,abv,0.053
1610,ibu,48
1610,brewery_id,441
1610,brewery-name,Pateros Creek Brewing Company
1610,city,Fort Collins
1610,state,CO
1611,id,696
1611,beer-name,Old Town Ale
1611,style,Kölsch
1611,ounces,16
1611,abv,0.045
1611,ibu,22
1611,brewery_id,441
1611,brewery-name,Pateros Creek Brewing Company
1611,city,Fort Collins
1611,state,CO
1612,id,695
1612,beer-name,Car 21
1612,style,English Bitter
1612,ounces,16
1612,abv,0.044
1612,ibu,28
1612,brewery_id,441
1612,brewery-name,Pateros Creek Brewing Company
1612,city,Fort Collins
1612,state,CO
1613,id,694
1613,beer-name,Cache La Porter
1613,style,American Porter
1613,ounces,16
1613,abv,0.05
1613,ibu,24
1613,brewery_id,441
1613,brewery-name,Pateros Creek Brewing Company
1613,city,Fort Collins
1613,state,CO
1614,id,1805
1614,beer-name,Rodeo Rye Pale Ale
1614,style,American Pale Ale (APA)
1614,ounces,12
1614,abv,0.042
1614,ibu,35
1614,brewery_id,307
1614,brewery-name,Payette Brewing Company
1614,city,Garden City
1614,state,ID
1615,id,1048
1615,beer-name,Outlaw IPA
1615,style,American IPA
1615,ounces,12
1615,abv,0.062
1615,ibu,65
1615,brewery_id,307
1615,brewery-name,Payette Brewing Company
1615,city,Garden City
1615,state,ID
1616,id,1043
1616,beer-name,North Fork Lager
1616,style,American Pale Lager
1616,ounces,12
1616,abv,0.044
1616,ibu,""
1616,brewery_id,307
1616,brewery-name,Payette Brewing Company
1616,city,Garden City
1616,state,ID
1617,id,890
1617,beer-name,Payette Pale Ale
1617,style,American Pale Ale (APA)
1617,ounces,12
1617,abv,0.048
1617,ibu,35
1617,brewery_id,307
1617,brewery-name,Payette Brewing Company
1617,city,Garden City
1617,state,ID
1618,id,775
1618,beer-name,Mutton Buster
1618,style,American Brown Ale
1618,ounces,12
1618,abv,0.055
1618,ibu,25
1618,brewery_id,307
1618,brewery-name,Payette Brewing Company
1618,city,Garden City
1618,state,ID
1619,id,1087
1619,beer-name,Side Kick Kölsch
1619,style,Kölsch
1619,ounces,12
1619,abv,0.05
1619,ibu,""
1619,brewery_id,468
1619,brewery-name,Peace Tree Brewing Company
1619,city,Knoxville
1619,state,IA
1620,id,1931
1620,beer-name,Fresh Cut Pilsner
1620,style,American Pilsner
1620,ounces,12
1620,abv,0.046
1620,ibu,""
1620,brewery_id,266
1620,brewery-name,Peak Organic Brewing Company
1620,city,Portland
1620,state,ME
1621,id,1930
1621,beer-name,Summer Session Ale
1621,style,American Pale Wheat Ale
1621,ounces,12
1621,abv,0.05
1621,ibu,61
1621,brewery_id,266
1621,brewery-name,Peak Organic Brewing Company
1621,city,Portland
1621,state,ME
1622,id,2238
1622,beer-name,Lobo Lito
1622,style,Light Lager
1622,ounces,12
1622,abv,0.04
1622,ibu,12
1622,brewery_id,187
1622,brewery-name,Pedernales Brewing Company
1622,city,Fredericksburg
1622,state,TX
1623,id,2144
1623,beer-name,Robert Earl Keen Honey Pils
1623,style,American Pilsner
1623,ounces,12
1623,abv,0.05
1623,ibu,17
1623,brewery_id,187
1623,brewery-name,Pedernales Brewing Company
1623,city,Fredericksburg
1623,state,TX
1624,id,2175
1624,beer-name,Mound Builder IPA
1624,style,American IPA
1624,ounces,12
1624,abv,0.065
1624,ibu,77
1624,brewery_id,205
1624,brewery-name,People's Brewing Company
1624,city,Lafayette
1624,state,IN
1625,id,2168
1625,beer-name,Amazon Princess IPA
1625,style,American IPA
1625,ounces,12
1625,abv,0.062
1625,ibu,62
1625,brewery_id,205
1625,brewery-name,People's Brewing Company
1625,city,Lafayette
1625,state,IN
1626,id,1956
1626,beer-name,Farmer's Daughter Wheat
1626,style,American Pale Wheat Ale
1626,ounces,12
1626,abv,0.042
1626,ibu,""
1626,brewery_id,205
1626,brewery-name,People's Brewing Company
1626,city,Lafayette
1626,state,IN
1627,id,1794
1627,beer-name,People's Pilsner
1627,style,German Pilsener
1627,ounces,12
1627,abv,0.045
1627,ibu,""
1627,brewery_id,205
1627,brewery-name,People's Brewing Company
1627,city,Lafayette
1627,state,IN
1628,id,2633
1628,beer-name,Hotbox Brown
1628,style,American Brown Ale
1628,ounces,12
1628,abv,0.055
1628,ibu,10
1628,brewery_id,13
1628,brewery-name,Perrin Brewing Company
1628,city,Comstock Park
1628,state,MI
1629,id,2632
1629,beer-name,Gold
1629,style,American Blonde Ale
1629,ounces,12
1629,abv,0.048
1629,ibu,15
1629,brewery_id,13
1629,brewery-name,Perrin Brewing Company
1629,city,Comstock Park
1629,state,MI
1630,id,2631
1630,beer-name,Black
1630,style,American Black Ale
1630,ounces,12
1630,abv,0.058
1630,ibu,""
1630,brewery_id,13
1630,brewery-name,Perrin Brewing Company
1630,city,Comstock Park
1630,state,MI
1631,id,2630
1631,beer-name,98 Problems (Cuz A Hop Ain't One)
1631,style,American IPA
1631,ounces,12
1631,abv,0.065
1631,ibu,65
1631,brewery_id,13
1631,brewery-name,Perrin Brewing Company
1631,city,Comstock Park
1631,state,MI
1632,id,2629
1632,beer-name,Veteran’s Pale Ale (VPA)
1632,style,American Pale Ale (APA)
1632,ounces,12
1632,abv,0.05
1632,ibu,40
1632,brewery_id,13
1632,brewery-name,Perrin Brewing Company
1632,city,Comstock Park
1632,state,MI
1633,id,2628
1633,beer-name,Grapefruit IPA
1633,style,American IPA
1633,ounces,12
1633,abv,0.05
1633,ibu,35
1633,brewery_id,13
1633,brewery-name,Perrin Brewing Company
1633,city,Comstock Park
1633,state,MI
1634,id,1062
1634,beer-name,Pete's ESP Lager (1998)
1634,style,American Pale Lager
1634,ounces,12
1634,abv,0.051
1634,ibu,""
1634,brewery_id,470
1634,brewery-name,Pete's Brewing Company
1634,city,San Antonio
1634,state,TX
1635,id,1061
1635,beer-name,Pete's Wicked Summer Brew (1995)
1635,style,American Pale Wheat Ale
1635,ounces,12
1635,abv,0.047
1635,ibu,""
1635,brewery_id,470
1635,brewery-name,Pete's Brewing Company
1635,city,San Antonio
1635,state,TX
1636,id,1060
1636,beer-name,Pete's Wicked Bohemian Pilsner (1997)
1636,style,Czech Pilsener
1636,ounces,12
1636,abv,0.049
1636,ibu,""
1636,brewery_id,470
1636,brewery-name,Pete's Brewing Company
1636,city,San Antonio
1636,state,TX
1637,id,1056
1637,beer-name,Pete's Wicked Pale Ale (1997)
1637,style,American Pale Ale (APA)
1637,ounces,12
1637,abv,""
1637,ibu,""
1637,brewery_id,470
1637,brewery-name,Pete's Brewing Company
1637,city,San Antonio
1637,state,TX
1638,id,1055
1638,beer-name,Pete's Wicked Summer Brew (2002)
1638,style,American Pale Wheat Ale
1638,ounces,12
1638,abv,0.047
1638,ibu,""
1638,brewery_id,470
1638,brewery-name,Pete's Brewing Company
1638,city,San Antonio
1638,state,TX
1639,id,1054
1639,beer-name,Pete's Wicked Summer Brew (1997)
1639,style,American Pale Wheat Ale
1639,ounces,12
1639,abv,0.047
1639,ibu,""
1639,brewery_id,470
1639,brewery-name,Pete's Brewing Company
1639,city,San Antonio
1639,state,TX
1640,id,1053
1640,beer-name,Pete's Wicked Summer Brew (1996)
1640,style,American Pale Wheat Ale
1640,ounces,12
1640,abv,0.047
1640,ibu,""
1640,brewery_id,470
1640,brewery-name,Pete's Brewing Company
1640,city,San Antonio
1640,state,TX
1641,id,2635
1641,beer-name,Sparkle
1641,style,American Pale Lager
1641,ounces,16
1641,abv,0.041
1641,ibu,12
1641,brewery_id,11
1641,brewery-name,Petoskey Brewing
1641,city,Petoskey
1641,state,MI
1642,id,1404
1642,beer-name,North 45 Amber Ale
1642,style,American Amber / Red Ale
1642,ounces,16
1642,abv,0.059
1642,ibu,25
1642,brewery_id,11
1642,brewery-name,Petoskey Brewing
1642,city,Petoskey
1642,state,MI
1643,id,1403
1643,beer-name,Horny Monk
1643,style,Dubbel
1643,ounces,16
1643,abv,0.069
1643,ibu,20
1643,brewery_id,11
1643,brewery-name,Petoskey Brewing
1643,city,Petoskey
1643,state,MI
1644,id,1402
1644,beer-name,Mind's Eye PA
1644,style,American IPA
1644,ounces,16
1644,abv,0.067
1644,ibu,74
1644,brewery_id,11
1644,brewery-name,Petoskey Brewing
1644,city,Petoskey
1644,state,MI
1645,id,2312
1645,beer-name,Camelback
1645,style,American IPA
1645,ounces,12
1645,abv,0.061
1645,ibu,60
1645,brewery_id,157
1645,brewery-name,Phoenix Ale Brewery
1645,city,Phoenix
1645,state,AZ
1646,id,1636
1646,beer-name,Local 5 Pale Ale
1646,style,American Pale Ale (APA)
1646,ounces,16
1646,abv,0.056
1646,ibu,""
1646,brewery_id,355
1646,brewery-name,Pikes Peak Brewing Company
1646,city,Monument
1646,state,CO
1647,id,1518
1647,beer-name,Devils Head Red Ale
1647,style,American Amber / Red Ale
1647,ounces,16
1647,abv,0.073
1647,ibu,""
1647,brewery_id,355
1647,brewery-name,Pikes Peak Brewing Company
1647,city,Monument
1647,state,CO
1648,id,1384
1648,beer-name,Elephant Rock IPA
1648,style,American IPA
1648,ounces,12
1648,abv,0.07
1648,ibu,75
1648,brewery_id,355
1648,brewery-name,Pikes Peak Brewing Company
1648,city,Monument
1648,state,CO
1649,id,1797
1649,beer-name,Black Bay Milk Stout
1649,style,Milk / Sweet Stout
1649,ounces,12
1649,abv,0.05
1649,ibu,""
1649,brewery_id,310
1649,brewery-name,Pine Street Brewery
1649,city,San Francisco
1649,state,CA
1650,id,1437
1650,beer-name,Atom Splitter Pale Ale
1650,style,American Pale Ale (APA)
1650,ounces,12
1650,abv,0.05
1650,ibu,""
1650,brewery_id,310
1650,brewery-name,Pine Street Brewery
1650,city,San Francisco
1650,state,CA
1651,id,1791
1651,beer-name,Hot Date Ale
1651,style,Chile Beer
1651,ounces,16
1651,abv,0.06
1651,ibu,20
1651,brewery_id,314
1651,brewery-name,Piney River Brewing Company
1651,city,Bucryus
1651,state,MO
1652,id,1540
1652,beer-name,Masked Bandit IPA
1652,style,American Black Ale
1652,ounces,16
1652,abv,0.07
1652,ibu,""
1652,brewery_id,314
1652,brewery-name,Piney River Brewing Company
1652,city,Bucryus
1652,state,MO
1653,id,1491
1653,beer-name,Sweet Potato Ale
1653,style,Fruit / Vegetable Beer
1653,ounces,16
1653,abv,0.06
1653,ibu,24
1653,brewery_id,314
1653,brewery-name,Piney River Brewing Company
1653,city,Bucryus
1653,state,MO
1654,id,1335
1654,beer-name,Float Trip Ale
1654,style,American Blonde Ale
1654,ounces,16
1654,abv,0.045
1654,ibu,18
1654,brewery_id,314
1654,brewery-name,Piney River Brewing Company
1654,city,Bucryus
1654,state,MO
1655,id,847
1655,beer-name,Old Tom Porter
1655,style,American Porter
1655,ounces,16
1655,abv,0.055
1655,ibu,25
1655,brewery_id,314
1655,brewery-name,Piney River Brewing Company
1655,city,Bucryus
1655,state,MO
1656,id,846
1656,beer-name,Black Walnut Wheat
1656,style,American Dark Wheat Ale
1656,ounces,16
1656,abv,0.045
1656,ibu,18
1656,brewery_id,314
1656,brewery-name,Piney River Brewing Company
1656,city,Bucryus
1656,state,MO
1657,id,521
1657,beer-name,McKinney Eddy Amber Ale
1657,style,American Amber / Red Ale
1657,ounces,16
1657,abv,0.055
1657,ibu,20
1657,brewery_id,314
1657,brewery-name,Piney River Brewing Company
1657,city,Bucryus
1657,state,MO
1658,id,479
1658,beer-name,Missouri Mule India Pale Ale
1658,style,American IPA
1658,ounces,16
1658,abv,0.07
1658,ibu,70
1658,brewery_id,314
1658,brewery-name,Piney River Brewing Company
